label,author,title,journal,doi,year,screened_titles,notes,search
Lucas.Borja2011195,ARTICLE,"Lucas-Borja, M.E. and Fonseca, T. and Parresol, B.R. and Silva-Santos, P. and Garca-Morote, F.A. and Tscar-Oliver, P.A.",Modelling Spanish black pine seedling emergence: Establishing management strategies for endangered forest areas,Forest Ecology and Management,2011,selected,no constant/flux ,SCOPUS405
Martin201750,ARTICLE,"Martin, B.T. and Pike, A. and John, S.N. and Hamda, N. and Roberts, J. and Lindley, S.T. and Danner, E.M.",Phenomenological vs. biophysical models of thermal stress in aquatic eggs,Ecology Letters,2017,selected,no constant/flux ,SCOPUS405
Mei201763,ARTICLE,"Mei, M. and Lu, X.-J. and Zhang, X.-L. and Liu, G.-L. and Sun, X.-M.",Variation in carbohydrates and screening of related differential proteins during the seed germination of Magnolia sieboldii K. Koch,Trees - Structure and Function,2017,selected,no constant/flux ,SCOPUS405
Mironidis2014751,ARTICLE,"Mironidis, G.K.","Development, survivorship and reproduction of Helicoverpa armigera (Lepidoptera: Noctuidae) under fluctuating temperatures",Bulletin of Entomological Research,2014,selected,no constant/flux ,SCOPUS405
Rinehart20131081,ARTICLE,"Rinehart, J.P. and Yocum, G.D. and Kemp, W.P. and Greenlee, K.J.",A fluctuating thermal regime improves long-term survival of quiescent prepupal Megachile rotundata (Hymenoptera: Megachilidae),Journal of Economic Entomology,2013,selected,no constant/flux ,SCOPUS405
Schnurr20141370,ARTICLE,"Schnurr, M.E. and Yin, Y. and Scott, G.R.",Temperature during embryonic development has persistent effects on metabolic enzymes in the muscle of zebrafish,Journal of Experimental Biology,2014,selected,no constant/flux ,SCOPUS405
Schou2017R211,ARTICLE,"Schou, M.F. and Kristensen, T.N. and Pedersen, A. and Gran Karlsson, B. and Loeschcke, V. and Malmendal, A.",Metabolic and functional characterization of effects of developmental temperature in Drosophila melanogaster,American Journal of Physiology - Regulatory Integrative and Comparative Physiology,2017,selected,no constant/flux ,SCOPUS405
Stamp19961088,ARTICLE,"Stamp, N.E. and Yang, Y.",Response of insect herbivores to multiple allelochemicals under different thermal regimes,Ecology,1996,selected,no constant/flux ,SCOPUS405
Stamp1997203,ARTICLE,"Stamp, N.E. and Yang, Y. and Osier, T.L.",Response of an insect predator to prey fed multiple allelochemicals under representative thermal regimes,Ecology,1997,selected,no constant/flux ,SCOPUS405
Wang2019702,ARTICLE,"Wang, T. and Keller, M.A. and Hogendoorn, K.","The effects of temperature on the development, fecundity and mortality of Eretmocerus warrae: is Eretmocerus warrae better adapted to high temperatures than Encarsia formosa?",Pest Management Science,2019,selected,no constant/flux ,SCOPUS405
Willming2016435,ARTICLE,"Willming, M.M. and Maul, J.D.",Direct and indirect toxicity of the fungicide pyraclostrobin to Hyalella azteca and effects on leaf processing under realistic daily temperature regimes,Environmental Pollution,2016,selected,no constant/flux ,SCOPUS405
Yamane200927,ARTICLE,"Yamane, L. and Gilman, S.E.",Opposite responses by an intertidal predator to increasing aquatic and aerial temperatures,Marine Ecology Progress Series,2009,selected,no constant/flux ,SCOPUS405
Yang199681,ARTICLE,"Yang, Y. and Stamp, N.E.",Simultaneous effects of temperature and multiple allelochemicals on the performance of a Solanaceae specialist caterpillar (Manduca sexta),Ecoscience,1996,selected,no constant/flux ,SCOPUS405
Bernal.Bautista_2017_REDEBITR,"Bernal-Bautista, Manuel Hernando and Turriago-Gonzalez, Jorge Luis and Villa-Navarro, Francisco Antonio",Impact of daily variable temperatures in life-history traits of tropical anurans,REVISTA DE BIOLOGIA TROPICAL,NA,2017,selected,no constant/fux,WOS176
Spanoudis_2015_JOOFTHBI,"Spanoudis, Christos G. and Pappas, Christos S. and Delpisi, Argyroula G. and Andreadis, Stefanos S. and Savopoulou-Soultani, Matilda",Impact of fluctuating temperatures on development of the koinobiont endoparasitoid Venturia canescens,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2015.03.009,2015,selected,no constant/fux,WOS176
Czarnoleski_2015_JOOFTHBI,"Czarnoleski, Marcin and Dragosz-Kluska, Dominika and Angilletta, Michael J., Jr.",Flies developed smaller cells when temperature fluctuated more frequently,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2014.09.010,2015,selected,no constant/fux,WOS176
Shine_2002_BIJOOFTHLISO,"Shine, R",Eggs in autumn: responses to declining incubation temperatures by the eggs of montane lizards,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,NA,2002,selected,no constant/fux,WOS176
Targonska_2014_JOOFTHBI,"Targonska, Katarzyna and Zarski, Daniel and Kupren, Krzysztof and Palinska-zarska, Katarzyna and Mamcarz, Andrzej and Kujawa, Roman and Skrzypczak, Andrzej and Furgala-Selezniow, Grazyna and Czarkowski, Tomasz K. and Hakuc-Blazowska, Anna and Kucharczyk, Dariusz","Influence of temperature during four following spawning seasons on the spawning effectiveness of common bream, Abramis brama (L.) under natural and controlled conditions",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2013.11.005,2014,selected,no constant/fux,WOS176
Tobler_2015_EVOL,"Tobler, Ray and Hermisson, Joachim and Schloetterer, Christian",Parallel trait adaptation across opposing thermal environments in experimental Drosophila melanogaster populations,EVOLUTION,10.1111/evo.12705,2015,selected,no constant/fux,WOS176
Zheng_2011_CRYO,"Zheng, Xialin and Cheng, Wenjie and Wang, Xiaoping and Lei, Chaoliang","Enhancement of supercooling capacity and survival by cold acclimation, rapid cold and heat hardening in Spodoptera exigua",CRYOBIOLOGY,10.1016/j.cryobiol.2011.07.005,2011,selected,no constant/fux,WOS176
Driessen_2011_JOOFTHBI,"Driessen, Gerard and Huyer, Florrie and Ellers, Jacintha",The costs of phenotypic adaptation to repeatedly fluctuating temperatures in a soil arthropod,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2011.09.003,2011,selected,no constant/fux,WOS176
Annunziata_2018_JOOFEXBO,"Annunziata, Maria Grazia and Apelt, Federico and Carillo, Petronia and Krause, Ursula and Feil, Regina and Koehl, Karin and Lunn, John E. and Stitt, Mark",Response of Arabidopsis primary metabolism and circadian clock to low night temperature in a natural light environment,JOURNAL OF EXPERIMENTAL BOTANY,10.1093/jxb/ery276,2018,selected,no constant/fux,WOS176
Bai_2019_BIOLOPEN,"Bai, Chun-Ming and Ma, Gang and Cai, Wan-Zhi and Ma, Chun-Sen",Independent and combined effects of daytime heat stress and night-time recovery determine thermal performance,BIOLOGY OPEN,10.1242/bio.038141,2019,selected,no constant/fux,WOS176
Bovill_2001_INJOOFFOMI,"Bovill, RA and Bew, J and Baranyi, J",Measurements and predictions of growth for Listeria monocytogenes and Salmonella during fluctuating temperature II. Rapidly changing temperatures,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,10.1016/S0168-1605(01)00446-9,2001,selected,no constant/fux,WOS176
Bronikowski_2000_EVOL,"Bronikowski, AM",Experimental evidence for the adaptive evolution of growth rate in the garter snake Thamnophis elegans,EVOLUTION,NA,2000,selected,no constant/fux,WOS176
Glaubitz_2014_FUNCPLANBIOL,"Glaubitz, Ulrike and Li, Xia and Koehl, Karin I. and van Dongen, Joost T. and Hincha, Dirk K. and Zuther, Ellen",Differential physiological responses of different rice (Oryza sativa) cultivars to elevated night temperature during vegetative growth,FUNCTIONAL PLANT BIOLOGY,10.1071/FP13132,2014,selected,no constant/fux,WOS176
Wagner_2018_MEDANDVETENT,"Wagner, S. and Mathis, A. and Schonenberger, A. C. and Becker, S. and Schmidt-Chanasit, J. and Silaghi, C. and Veronesi, E.",Vector competence of field populations of the mosquito species Aedes japonicus japonicus and Culex pipiens from Switzerland for two West Nile virus strains,MEDICAL AND VETERINARY ENTOMOLOGY,10.1111/mve.12273,2018,selected,no constant/fux,WOS176
Schwartz201662,ARTICLE,"Schwartz, T.S. and Pearson, P. and Dawson, J. and Allison, D.B. and Gohlke, J.M.",Effects of fluctuating temperature and food availability on reproduction and lifespan,Experimental Gerontology,2016,selected,no error,SCOPUS405
Enriquez_2020_INSESCIE,"Enriquez, Thomas and Ruel, David and Charrier, Maryvonne and Colinet, Herve",Effects of fluctuating thermal regimes on cold survival and life history traits of the spotted wing Drosophila (Drosophila suzukii),INSECT SCIENCE,10.1111/1744-7917.12649,2020,selected,no error ,WOS176
Blanchard_2006_JOOFEXBO,"Blanchard, Matthew G. and Runkle, Erik S.","Temperature during the day, but not during the night, controls flowering of Phalaenopsis orchids",JOURNAL OF EXPERIMENTAL BOTANY,10.1093/jxb/erl176,2006,selected,no error  ,WOS176
Petchey_2000_PROFTHROSOB.SC,"Petchey, OL",Environmental colour affects aspects of single-species population dynamics,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2000.1066,2000,selected,no error reported   ,WOS176
Brana_2007_BIJOOFTHLISO,"Brana, Florentino and Ji, Xiang",The selective basis for increased egg retention: early incubation temperature determines hatchling phenotype in wall lizards (Podarcis muralis),BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/j.1095-8312.2007.00871.x,2007,selected,no flux pattern ,WOS176
Colinet_2011_JOOFTHBI,"Colinet, H. and Lalouette, L. and Renault, D.","A model for the time-temperature-mortality relationship in the chill-susceptible beetle, Alphitobius diaperinus, exposed to fluctuating thermal regimes",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2011.07.004,2011,selected,no flux pattern ,WOS176
Javal_2016_ANIMBIOL,"Javal, Marion and Renault, David and Colinet, Herve",Impact of fluctuating thermal regimes on Drosophila melanogaster survival to cold stress,ANIMAL BIOLOGY,10.1163/15707563-00002510,2016,selected,no flux pattern ,WOS176
Takano_2014_APPENTANDZOO,"Takano, Shun-ichiro",Survival of Bactrocera latifrons (Diptera: Tephritidae) adults under constant and fluctuating low temperatures,APPLIED ENTOMOLOGY AND ZOOLOGY,10.1007/s13355-014-0263-1,2014,selected,no flux pattern ,WOS176
Terblanche_2010_ENEXETAP,"Terblanche, John S. and Nyamukondiwa, Casper and Kleynhans, Elsje","Thermal variability alters climatic stress resistance and plastic responses in a globally invasive pest, the Mediterranean fruit fly (Ceratitis capitata)",ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2010.01067.x,2010,selected,no flux pattern ,WOS176
Torson_2015_JOOFEXBI,"Torson, Alex S. and Yocum, George D. and Rinehart, Joseph P. and Kemp, William P. and Bowsher, Julia H.",Transcriptional responses to fluctuating thermal regimes underpinning differences in survival in the solitary bee Megachile rotundata,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.113829,2015,selected,no flux pattern ,WOS176
Eben_2018_AGRANDFORENT,"Eben, Astrid and Reifenrath, Maria and Briem, Felix and Pink, Sebastian and Vogt, Heidrun",Response of Drosophila suzukii (Diptera: Drosophilidae) to extreme heat and dryness,AGRICULTURAL AND FOREST ENTOMOLOGY,10.1111/afe.12235,2018,selected,no flux pattern ,WOS176
Torson_2017_JOOFEXBI,"Torson, Alex S. and Yocum, George D. and Rinehart, Joseph P. and Nash, Sean A. and Kvidera, Kally M. and Bowsher, Julia H.",Physiological responses to fluctuating temperatures are characterized by distinct transcriptional profiles in a solitary bee,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.156695,2017,selected,no flux pattern ,WOS176
Chen_2019_JOOFEXBI,"Chen, Bo-Jian and Zhang, Wen-Yi and Niu, Cui-Juan and Li, Wen-Jie and Jia, Hui and Storey, Kenneth B.",Antioxidant response to acute cold exposure and during recovery in juvenile Chinese soft-shelled turtles (Pelodiscus sinensis),JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.197863,2019,selected,no flux pattern ,WOS176
Ikasari_1999_BIOANDBIO,"Ikasari, L and Mitchell, DA and Stuart, DM",Response of Rhizopus oligosporus to temporal temperature profiles in a model solid-state fermentation system,BIOTECHNOLOGY AND BIOENGINEERING,10.1002/(SICI)1097-0290(19990920)64:6<722::AID-BIT12>3.3.CO;2-Z,1999,selected,no flux pattern ,WOS176
Marshall_2010_PROFTHROSOB.SC,"Marshall, Katie E. and Sinclair, Brent J.",Repeated stress exposure results in a survival-reproduction trade-off in Drosophila melanogaster,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2009.1807,2010,selected,no flux pattern ,WOS176
Tollarova.Borovanska_2009_CRYO,"Tollarova-Borovanska, Michaela and Lalouette, Lisa and Kostal, Vladimir",INSECT COLD TOLERANCE AND REPAIR OF CHILL-INJURY AT FLUCTUATING THERMAL REGIMES: ROLE OF 70 kDa HEAT SHOCK PROTEIN EXPRESSION,CRYOLETTERS,NA,2009,selected,no flux pattern ,WOS176
Nowosad_2014_JOOFTHBI,"Nowosad, Joanna and Targonska, Katarzyna and Chwaluczyk, Rafal and Kaszubowski, Rafal and Kucharczyk, Dariusz",Effect of temperature on the effectiveness of artificial reproduction of dace [Cyprinidae (Leuciscus leuciscus (L.)] under laboratory and field conditions,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2014.07.011,2014,selected,no flux pattern ,WOS176
Singh_2020_BRJOOFBI,"Singh, D. S. and Alkins-Koo, M. and Rostant, L., V and Mohammed, A.","Heart rate responses to different temperatures in juvenile Poppiana dentata (Randall, 1840)",BRAZILIAN JOURNAL OF BIOLOGY,10.1590/1519-6984.188457,2020,selected,no flux pattern ,WOS176
Baker2018799,ARTICLE,"Baker, K.G. and Radford, D.T. and Evenhuis, C. and Kuzhiumparam, U. and Ralph, P.J. and Doblin, M.A.",Thermal niche evolution of functional traits in a tropical marine phototroph,Journal of Phycology,2018,selected,no flux pattern ,SCOPUS405
Battersby2017452,ARTICLE,"Battersby, P.F. and Wilmshurst, J.M. and Curran, T.J. and Perry, G.L.W.",Does heating stimulate germination in Leptospermum scoparium (mnuka; Myrtaceae)?,New Zealand Journal of Botany,2017,selected,no flux pattern ,SCOPUS405
Chen201520,ARTICLE,"Chen, B.-J. and Niu, C.-J. and Yuan, L.",Ascorbic acid regulation in stress responses during acute cold exposure and following recovery in juvenile Chinese soft-shelled turtle (Pelodiscus sinensis),Comparative Biochemistry and Physiology -Part A : Molecular and Integrative Physiology,2015,selected,no flux pattern ,SCOPUS405
Donelson20121126,ARTICLE,"Donelson, J.M. and Munday, P.L.",Thermal sensitivity does not determine acclimation capacity for a tropical reef fish,Journal of Animal Ecology,2012,selected,no flux pattern ,SCOPUS405
El.Saadi2020104055,ARTICLE,"El-Saadi, M.I. and Ritchie, M.W. and Davis, H.E. and MacMillan, H.A.","Warm periods in repeated cold stresses protect Drosophila against ionoregulatory collapse, chilling injury, and reproductive deficits",Journal of insect physiology,2020,selected,no flux pattern ,SCOPUS405
Enriquez.Urzelai20181852,ARTICLE,"Enriquez-Urzelai, U. and Palacio, A.S. and Merino, N.M. and Sacco, M. and Nicieza, A.G.",Hindered and constrained: limited potential for thermal adaptation in post-metamorphic and adult Rana temporaria along elevational gradients,Journal of Evolutionary Biology,2018,selected,no flux pattern ,SCOPUS405
Ferguson201677,ARTICLE,"Ferguson, L.V. and Heinrichs, D.E. and Sinclair, B.J.",Paradoxical acclimation responses in the thermal performance of insect immunity,Oecologia,2016,selected,no flux pattern ,SCOPUS405
Fujise2018505,ARTICLE,"Fujise, L. and Nitschke, M.R. and Frommlet, J.C. and Serdio, J. and Woodcock, S. and Ralph, P.J. and Suggett, D.J.",Cell Cycle Dynamics of Cultured Coral Endosymbiotic Microalgae (Symbiodinium) Across Different Types (Species) Under Alternate Light and Temperature Conditions,Journal of Eukaryotic Microbiology,2018,selected,no flux pattern ,SCOPUS405
Greenspan20172274,ARTICLE,"Greenspan, S.E. and Bower, D.S. and Webb, R.J. and Roznik, E.A. and Stevenson, L.A. and Berger, L. and Marantelli, G. and Pike, D.A. and Schwarzkopf, L. and Alford, R.A.",Realistic heat pulses protect frogs from disease under simulated rainforest frog thermal regimes,Functional Ecology,2017,selected,no flux pattern ,SCOPUS405
Grumiaux201933,ARTICLE,"Grumiaux, C. and Andersen, M.K. and Colinet, H. and Overgaard, J.",Fluctuating thermal regime preserves physiological homeostasis and reproductive capacity in Drosophila suzukii,Journal of Insect Physiology,2019,selected,no flux pattern ,SCOPUS405
Imholt2011436,ARTICLE,"Imholt, C. and Malcolm, I.A. and Bacon, P.J. and Gibbins, C.N. and Soulsby, C. and Miles, M. and Fryer, R.J.",Does diurnal temperature variability affect growth in juvenile Atlantic salmon Salmo salar?,Journal of Fish Biology,2011,selected,no flux pattern ,SCOPUS405
Kaufman2021289,ARTICLE,"Kaufman, M.L. and Watkins, E. and van Hooidonk, R. and Baker, A.C. and Lirman, D.",Thermal history influences lesion recovery of the threatened Caribbean staghorn coral Acropora cervicornis under heat stress,Coral Reefs,2021,selected,no flux pattern ,SCOPUS405
Li2018972,ARTICLE,"Li, S. and Dong, S. and Zhang, X. and Liu, S. and Shi, J. and Gao, X. and Swift, D. and Xu, Y. and Shen, H. and Yang, M. and Margarida, C.C.A.",Evolutionary history and functional traits determine the spatial pattern of multifaceted plant diversity in a typical temperate desert disturbed by an expressway,Science of the Total Environment,2018,selected,no flux pattern ,SCOPUS405
Logan2018,ARTICLE,"Logan, M.L. and Curlis, J.D. and Gilbert, A.L. and Miles, D.B. and Chung, A.K. and McGlothlin, J.W. and Cox, R.M.",Thermal physiology and thermoregulatory behaviour exhibit low heritability despite genetic divergence between lizard populations,Proceedings of the Royal Society B: Biological Sciences,2018,selected,no flux pattern ,SCOPUS405
Logan20162395,ARTICLE,"Logan, M.L. and Duryea, M.C. and Molnar, O.R. and Kessler, B.J. and Calsbeek, R.",Spatial variation in climate mediates gene flow across an island archipelago,Evolution,2016,selected,no flux pattern ,SCOPUS405
Magni2018,ARTICLE,"Magni, S. and Succurro, A. and Skupin, A. and Ebenhh, O.",Data-driven dynamical model indicates that the heat shock response in chlamydomonas reinhardtii is tailored to handle natural temperature variation,Journal of the Royal Society Interface,2018,selected,no flux pattern ,SCOPUS405
Marshall2018,ARTICLE,"Marshall, K.E. and Sinclair, B.J.","Repeated freezing induces a trade-off between cryoprotection and egg production in the goldenrod gall fly, Eurosta solidaginis",Journal of Experimental Biology,2018,selected,no flux pattern ,SCOPUS405
Moeller2020,ARTICLE,"Moeller, A.H. and Ivey, K. and Cornwall, M.B. and Herr, K. and Rede, J. and Taylor, E.N. and Gunderson, A.R.",The lizard gut microbiome changes with temperature and is associated with heat tolerance,Applied and Environmental Microbiology,2020,selected,no flux pattern ,SCOPUS405
Nifong2016,ARTICLE,"Nifong, R.L. and Gillooly, J.F.",Temperature effects on virion volume and genome length in dsDNA viruses,Biology Letters,2016,selected,no flux pattern ,SCOPUS405
Picard1998975,ARTICLE,"Picard, S. and Garcia, J.-P. and Lcuyer, C. and Sheppard, S.M.F. and Cappetta, H. and Emig, C.C.", 18 O values of coexisting brachiopods and fish: Temperature differences and estimates of paleo-water depths,Geology,1998,selected,no flux pattern ,SCOPUS405
Pittera2017112,ARTICLE,"Pittera, J. and Partensky, F. and Six, C.",Adaptive thermostability of light-harvesting complexes in marine picocyanobacteria,ISME Journal,2017,selected,no flux pattern ,SCOPUS405
Saatkamp2011415,ARTICLE,"Saatkamp, A. and Affre, L. and Dutoit, T. and Poschlod, P.",Germination traits explain soil seed persistence across species: The case of Mediterranean annual plants in cereal fields,Annals of Botany,2011,selected,no flux pattern ,SCOPUS405
Scudiero2019299,ARTICLE,"Scudiero, R. and Verderame, M. and Motta, C.M. and Migliaccio, V. and Simoniello, P.",HSP70 localization in Podarcis siculus embryos under natural thermal regime and following a non-lethal cold shock,Comptes Rendus - Biologies,2019,selected,no flux pattern ,SCOPUS405
Sgolastra2012924,ARTICLE,"Sgolastra, F. and Kemp, W.P. and Maini, S. and Bosch, J.",Duration of prepupal summer dormancy regulates synchronization of adult diapause with winter temperatures in bees of the genus Osmia,Journal of Insect Physiology,2012,selected,no flux pattern ,SCOPUS405
Shah20181935,ARTICLE,"Shah, S. and Weinholdt, C. and Jedrusik, N. and Molina, C. and Zou, J. and Groe, I. and Schiessl, S. and Jung, C. and Emrani, N.",Whole-transcriptome analysis reveals genetic factors underlying flowering time regulation in rapeseed (Brassica napus L.),Plant Cell and Environment,2018,selected,no flux pattern ,SCOPUS405
Simons20141047,ARTICLE,"Simons, A.M.",Playing smart vs. playing safe: The joint expression of phenotypic plasticity and potential bet hedging across and within thermal environments,Journal of Evolutionary Biology,2014,selected,no flux pattern ,SCOPUS405
Sin2019178,ARTICLE,"Sin, E. and Min, W.G. and Kim, Y.-B. and Kim, T.W.",Respiration of the sea urchin Mesocentrotus nudus in response to large temperature fluctuations,Marine Environmental Research,2019,selected,no flux pattern ,SCOPUS405
South20171251,ARTICLE,"South, J. and Dick, J.T.A.","Effects of acute and chronic temperature changes on the functional responses of the dogfish Scyliorhinus canicula (Linnaeus, 1758) towards amphipod prey Echinogammarus marinus (Leach, 1815)",Environmental Biology of Fishes,2017,selected,no flux pattern ,SCOPUS405
Torson2019,ARTICLE,"Torson, A.S. and Yocum, G.D. and Rinehart, J.P. and Nash, S.A. and Bowsher, J.H.","Fluctuating thermal regimes prevent chill injury but do not change patterns of oxidative stress in the alfalfa leafcutting bee, Megachile rotundata",Journal of Insect Physiology,2019,selected,no flux pattern ,SCOPUS405
Wang201372,ARTICLE,"Wang, W. and Wang, Y. and Shu, X. and Zhang, Q.",Physiological responses of soil crust-forming cyanobacteria to diurnal temperature variation,Journal of Basic Microbiology,2013,selected,no flux pattern ,SCOPUS405
Wiacek201378,ARTICLE,"Wiacek, M. and Uddin, N. and Kim, H.-J. and Zubrzycki, I.Z.",Proteome changes in response to ecologically viable environmental variation in Calanus sinicus,Protein and Peptide Letters,2013,selected,no flux pattern ,SCOPUS405
Yang2020168,ARTICLE,"Yang, L.-E. and Peng, D.-L. and Li, Z.-M. and Huang, L. and Yang, J. and Sun, H.","Cold stratification, temperature, light, GA3, and KNO3 effects on seed germination of Primula beesiana from Yunnan, China",Plant Diversity,2020,selected,no flux pattern ,SCOPUS405
Yocum201214,ARTICLE,"Yocum, G.D. and Rinehart, J.P. and Kemp, W.P.",Duration and frequency of a high temperature pulse affect survival of emergence-ready megachile rotundata (Hymenoptera: Megachilidae) during low-temperature incubation,Journal of Economic Entomology,2012,selected,no flux pattern ,SCOPUS405
Zhang2020,ARTICLE,"Zhang, W.-Y. and Storey, K.B. and Dong, Y.-W.",Adaptations to the mudflat: Insights from physiological and transcriptional responses to thermal stress in a burrowing bivalve Sinonovacula constricta,Science of the Total Environment,2020,selected,no flux pattern ,SCOPUS405
Zhu201948,ARTICLE,"Zhu, L. and Wang, L. and Ma, C.-S.",Sporadic short temperature events cannot be neglected in predicting impacts of climate change on small insects,Journal of Insect Physiology,2019,selected,no flux pattern ,SCOPUS405
Fabrio.Neto2019,ARTICLE,"Fabrio-Neto, A. and Madelaire, C.B. and Gomes, F.R. and Andrade, D.V.",Exposure to fluctuating temperatures leads to reduced immunity and to stress response in rattlesnakes,Journal of Experimental Biology,2019,selected,no flux treatment,SCOPUS405
Sorkheh2011809,ARTICLE,"Sorkheh, K. and Shiran, B. and Rouhi, V. and Khodambashi, M.",Influence of temperature on the in vitro pollen germination and pollen tube growth of various native Iranian almonds (Prunus L. spp.) species,Trees - Structure and Function,2011,selected,no flux trt ,SCOPUS405
Michelutti_2019_JOOFTHBI,"Michelutti, Kamylla B. and Piva, Raul C. and Lima-Junior, Sidnei E. and Cardoso, Claudia A. L. and Antonialli-Junior, William F.",Effect of temperature on the chemical profiles of nest materials of social wasps,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2019.07.009,2019,selected,non-biologically relevant,WOS176
Charman20181071,ARTICLE,"Charman, D.J. and Amesbury, M.J. and Roland, T.P. and Royles, J. and Hodgson, D.A. and Convey, P. and Griffiths, H.",Spatially coherent late Holocene Antarctic Peninsula surface air temperature variability,Geology,2018,selected,non-biologically relevant,SCOPUS405
Chen20101285,ARTICLE,"Chen, G.-Y. and Wu, R.-J. and Wang, Y.-H.",Interaction between internal solitary waves and an isolated atoll in the Northern South China Sea,Ocean Dynamics,2010,selected,non-biologically relevant,SCOPUS405
Doss1999607,ARTICLE,"Doss, D.J. and Humphrey, J.D. and Wright, N.T.",Effects of heating on the radial component of thermal diffusivity of bovine aorta,"American Society of Mechanical Engineers, Bioengineering Division (Publication) BED",1999,selected,non-biologically relevant,SCOPUS405
Dur2021,ARTICLE,"Dur, G. and Won, E.-J. and Han, J. and Lee, J.-S. and Souissi, S.",An individual-based model for evaluating post-exposure effects of UV-B radiation on zooplankton reproduction,Ecological Modelling,2021,selected,non-biologically relevant,SCOPUS405
Gadow201680,ARTICLE,"Gadow, S.I. and Jiang, H. and Li, Y.-Y.",Characterization and potential of three temperature ranges for hydrogen fermentation of cellulose by means of activity test and 16s rRNA sequence analysis,Bioresource Technology,2016,selected,non-biologically relevant,SCOPUS405
