label,author,title,journal,doi,year,screened_titles,notes,search
Guo2015765,ARTICLE,"Guo, Q. and Xing, B.-S. and Li, P. and Xu, J.-L. and Yang, C.-C. and Jin, R.-C.",Anaerobic ammonium oxidation (anammox) under realistic seasonal temperature variations: Characteristics of biogranules and process performance,Bioresource Technology,2015,selected,non-biologically relevant,SCOPUS405
Hamilton2005392,CONFERENCE,"Hamilton, G. and Alston, C. and Chiffings, T. and Abal, E. and Hart, B. and Mengersen, K.",Integrating science through Bayesian Belief Networks: Case study of Lyngbya in Moreton Bay,"MODSIM05 - International Congress on Modelling and Simulation: Advances and Applications for Management and Decision Making, Proceedings",2005,selected,non-biologically relevant,SCOPUS405
Li201850,ARTICLE,"Li, Q. and Wang, S. and Zhang, P. and Yu, J. and Qiu, C. and Zheng, J.",Influence of temperature on an Anammox sequencing batch reactor (SBR) system under lower nitrogen load,Bioresource Technology,2018,selected,non-biologically relevant,SCOPUS405
Meng20191,ARTICLE,"Meng, Y. and Zhou, Z. and Meng, F.",Impacts of diel temperature variations on nitrogen removal and metacommunity of anammox biofilm reactors,Water Research,2019,selected,non-biologically relevant,SCOPUS405
Miao2014264,ARTICLE,"Miao, Z. and Zeng, W. and Wang, S. and Peng, Y. and Cao, G. and Weng, D. and Xue, G. and Yang, Q.",Effect of temperature on anoxic metabolism of nitrites to nitrous oxide by polyphosphate accumulating organisms,Journal of Environmental Sciences (China),2014,selected,non-biologically relevant,SCOPUS405
Nandan2014491,ARTICLE,"Nandan, H. and Singh, M.P.",Effects of thermal environment on structural frequencies: Part II - A system identification model,Engineering Structures,2014,selected,non-biologically relevant,SCOPUS405
Samokhvalov199436,ARTICLE,"Samokhvalov, S.K.",Principles of human temperature changes in overheating and integral criteria for evaluation of human heat state,Meditsina Truda I Promyshlennaya Ekologiya,1994,selected,non-biologically relevant,SCOPUS405
Stadler20122845,ARTICLE,"Stadler, A.M. and Garvey, C.J. and Bocahut, A. and Sacquin-Mora, S. and Digel, I. and Schneider, G.J. and Natali, F. and Artmann, G.M. and Zaccai, G.",Thermal fluctuations of haemoglobin from different species: Adaptation to temperature via conformational dynamics,Journal of the Royal Society Interface,2012,selected,non-biologically relevant,SCOPUS405
Zhang20181202,ARTICLE,"Zhang, S. and Sheng, B. and Lin, W. and Meng, F.",Day/night temperature differences (DNTD) trigger changes in nutrient removal and functional bacteria in membrane bioreactors,Science of the Total Environment,2018,selected,non-biologically relevant,SCOPUS405
Xu.Zhong_2005_WeisXueb,Xu Zhong and Yang Xian-shi and Guo Quan-you and Xiao Lin-lin,Microbial growth kinetics model of specific spoilage organisms and shelf life prediction for tilapia at fluctuating temperatures,Weishengwu Xuebao,NA,2005,selected,modelling ,WOS176
Chen.Zhen.Ju_2007_YingShenXueb,Chen Zhen-Ju and He Xing-Yuan and Chen Wei and Sun Yu and Zhang Chun-Tao and Fu Yin-Dong and Tian Wei and Liu Tie-Hong,Responses of Chinese pine tree ring in Shenyang suburb (Fu Mausoleum) to global temperature fluctuation,Yingyong Shengtai Xuebao,NA,2007,selected,non-lab,WOS176
Tian.Xiangli_2005_YingShenXueb,Tian Xiangli and Dong Shuanglin,Advances in research effects of temperature fluctuation on aquatic fauna,Yingyong Shengtai Xuebao,NA,2005,selected,review,WOS176
Pavleichik2020541,ARTICLE,"Pavleichik, V.M. and Kalmykova, O.G. and Soroka, O.V.",Features of the thermal regime and humidification of post-pyrogenic steppe landscapes,Izvestiya Rossiiskoi Akademii Nauk. Seriya Geograficheskaya,2020,selected,non-lab,SCOPUS405
Song20122515,ARTICLE,"Song, X.-C. and Cui, N.-N. and Zheng, F.-Q. and Mo, T.-L. and Liu, T.-X. and Xu, Y.-Y.",Effects of fluctuating thermal regime on cold tolerance of parasitoid wasp Aphidius gifuensis,Chinese Journal of Applied Ecology,2012,selected,no flux pattern ,SCOPUS405
Yuan2018167,ARTICLE,"Yuan, M.-M. and Zhu, J.-G. and Liu, G. and Wang, W.-L.",Responses of diurnal variation of flag-leaf photosynthesis and photosynthetic pigment content to elevated atmospheric CO2 concentration and temperature of Japonica rice during late growth stage: A FACE study,Chinese Journal of Applied Ecology,2018,selected,no constant/flux ,SCOPUS405
Hawes_2008_POLABIOL,"Hawes, T. C. and Bale, J. S. and Worland, M. R. and Convey, P.","Trade-offs between microhabitat selection and physiological plasticity in the Antarctic springtail, Cryptopygus antarcticus (Willem)",POLAR BIOLOGY,10.1007/s00300-008-0406-3,2008,selected,non-lab,WOS176
Kao_2018_ZOOLSTUD,"Kao, Kuo-Wei and Keshavmurthy, Shashank and Tsao, Cing-Hsin and Wang, Jih-Terng and Chen, Chaolun Allen",Repeated and Prolonged Temperature Anomalies Negate Symbiodiniaceae Genera Shuffling in the Coral Platygyra verweyi (Scleractinia; Merulinidae),ZOOLOGICAL STUDIES,10.6620/ZS.2018.57-55,2018,selected,non-lab,WOS176
Sotelo_2017_NEOTENTO,"Sotelo, P. and Kondo, T.","On the Biology of the Colombian Fluted Scale, Crypticerya multicicatrices Kondo & Unruh (Hemiptera: Monophlebidae)",NEOTROPICAL ENTOMOLOGY,10.1007/s13744-016-0463-1,2017,selected,non-lab,WOS176
Smale_2015_PEER,"Smale, Dan A. and Yunnie, Anna L. E. and Vance, Thomas and Widdicombe, Stephen","Disentangling the impacts of heat wave magnitude, duration and timing on the structure and diversity of sessile marine assemblages",PEERJ,10.7717/peerj.863,2015,selected,non-lab,WOS176
Breitenbach_2020_PROFTHROSOB.SC,"Breitenbach, Anthony T. and Carter, Amanda W. and Paitz, Ryan T. and Bowden, Rachel M.",Using naturalistic incubation temperatures to demonstrate how variation in the timing and continuity of heat wave exposure influences phenotype,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2020.0992,2020,selected,non-lab,WOS176
Colson.Proch_2009_JOOFEXBI,"Colson-Proch, Celine and Renault, David and Gravot, Antoine and Douady, Christophe J. and Hervant, Frederic",Do current environmental conditions explain physiological and metabolic responses of subterranean crustaceans to cold?,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.027987,2009,selected,non-lab,WOS176
Cooke_2003_JOOFTHBI,"Cooke, SJ and Schreer, JF and Philipp, DP and Weatherhead, PJ","Nesting activity, parental care behavior, and reproductive success of smallmouth bass, Micropterus dolomieu, in an unstable thermal environment",JOURNAL OF THERMAL BIOLOGY,10.1016/S0306-4565(03)00038-X,2003,selected,non-lab,WOS176
Mendez.Galeano_2020_JOOFTHBI,"Mendez-Galeano, Miguel A. and Felipe Paternina-Cruz, R. and Calderon-Espinosa, Martha L.",The highest kingdom of Anolis: Thermal biology of the Andean lizard Anolis heterodermus (Squamata: Dactyloidae) over an elevational gradient in the Eastern Cordillera of Colombia,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2019.102498,2020,selected,non-lab,WOS176
St..Gelais_2016_INVEBIOL,"St. Gelais, Adam T. and Chaves-Fonnegra, Andia and Brownlee, Allison S. and Kosmynin, Vladimir N. and Moulding, Alison L. and Gilliam, David S.","Fecundity and sexual maturity of the coral Siderastrea siderea at high latitude along theFlorida Reef Tract, USA",INVERTEBRATE BIOLOGY,10.1111/ivb.12115,2016,selected,non-lab,WOS176
Thompson_2009_PROFTHROSOB.SC,"Thompson, D. M. and van Woesik, R.",Corals escape bleaching in regions that recently and historically experienced frequent thermal stress,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2009.0591,2009,selected,non-lab,WOS176
Thompson_2014_AMJOOFPHAN,"Thompson, Cynthia L. and Williams, Susan H. and Glander, Kenneth E. and Teaford, Mark F. and Vinyard, Christopher J.","Body temperature and thermal environment in a generalized arboreal anthropoid, wild mantled howling monkeys (Alouatta palliata)",AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,10.1002/ajpa.22505,2014,selected,non-lab,WOS176
BEAUPRE_1995_ECOL,"BEAUPRE, SJ",EFFECTS OF GEOGRAPHICALLY VARIABLE THERMAL ENVIRONMENT ON BIOENERGETICS OF MOTTLED ROCK RATTLESNAKES,ECOLOGY,10.2307/1938166,1995,selected,non-lab,WOS176
Combrink_2017_JOOFTHBI,"Combrink, L. and Combrink, H. J. and Botha, A. J. and Downs, C. T.","Nest temperature fluctuations in a cavity nester, the southern ground-hornbill",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2017.03.003,2017,selected,non-lab,WOS176
LENNON_1995_CHROINTE,"LENNON, JF",IS THE VARIATION OF THE TEMPERATURE IN AN INTERTIDAL POOL DIEL OR TIDAL - A PARADIGM FOR STUDYING BIOLOGICAL RHYTHMS IN THE TIDAL ZONE,CHRONOBIOLOGY INTERNATIONAL,10.3109/07420529509057271,1995,selected,non-lab,WOS176
Louis_2016_SYMB,"Louis, Yohan D. and Kaullysing, Deepeeka and Gopeechund, Arvind and Mattan-Moorgawa, Sushma and Bahorun, Theeshan and Dyall, Sabrina D. and Bhagooli, Ranjeet",In hospite Symbiodinium photophysiology and antioxidant responses in Acropora muricata on a coast-reef scale: implications for variable bleaching patterns,SYMBIOSIS,10.1007/s13199-016-0380-4,2016,selected,non-lab,WOS176
Ober_2017_JOOFTHBI,"Ober, Gordon T. and Thornber, Carol and Grear, Jason and Kolbe, Jason J.",Ecological differences influence the thermal sensitivity of swimming performance in two co-occurring mysid shrimp species with climate change implications,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2016.11.012,2017,selected,non-lab,WOS176
Porter_2019_DIVE,"Porter, Sean N. and Schleyer, Michael H.",Environmental Variation and How its Spatial Structure Influences the Cross-Shelf Distribution of High-Latitude Coral Communities in South Africa,DIVERSITY-BASEL,10.3390/d11040057,2019,selected,non-lab,WOS176
Smale_2017_MARIECOLPROGSERI,"Smale, Dan A. and Wernberg, Thomas and Vanderklift, Mathew A.",Regional-scale variability in the response of benthic macroinvertebrate assemblages to a marine heatwave,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps12080,2017,selected,non-lab,WOS176
Tattersall_2016_PROFTHROSOB.SC,"Tattersall, Glenn J. and Roussel, Damien and Voituron, Yann and Teulier, Loic",Novel energy-saving strategies to multiple stressors in birds: the ultradian regulation of body temperature,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2016.1551,2016,selected,non-lab,WOS176
Treat_2018_JOOFEXBI,"Treat, Michael D. and Scholer, Lori and Barrett, Brandon and Khachatryan, Artur and McKenna, Austin J. and Reyes, Tabitha and Rezazadeh, Alhan and Ronkon, Charles F. and Samora, Dan and Santamaria, Jeremy F. and Rubio, Claudia Silva and Sutherland, Evan and Richardson, Jeffrey and Lighton, John R. B. and van Breukelen, Frank","Extreme physiological plasticity in a hibernating basoendothermic mammal, Tenrec ecaudatus",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.185900,2018,selected,non-lab,WOS176
Aikawa_2010_AMER,"Aikawa, Shinichiro and Kobayashi, Masaki J. and Satake, Akiko and Shimizu, Kentaro K. and Kudoh, Hiroshi",Robust control of the seasonal expression of the Arabidopsis FLC gene in a fluctuating environment,AMERICA,10.1073/pnas.0914293107,2010,selected,non-lab,WOS176
Chambers_2016_AMJOOFBO,"Chambers, Sally M. and Emery, Nancy C.",Population differentiation and countergradient variation throughout the geographic range in the fern gametophyte Vittaria appalachiana,AMERICAN JOURNAL OF BOTANY,10.3732/ajb.1500077,2016,selected,non-lab,WOS176
MoralesBaquero_1995_HYDR,"MoralesBaquero, R and CruzPizarro, L",Effects of fluctuating temperatures on the population dynamics of Hexarthra bulgarica (Wiszniewski) from high mountain lakes in Sierra Nevada (Spain),HYDROBIOLOGIA,10.1007/BF00025970,1995,selected,non-lab,WOS176
Seiwa_2009_FORECOANDMAN,"Seiwa, K. and Ando, M. and Imaji, A. and Tomita, M. and Kanou, K.",Spatio-temporal variation of environmental signals inducing seed germination in temperate conifer plantations and natural hardwood forests in northern Japan,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2008.09.002,2009,selected,non-lab,WOS176
Werner_2005_JOOFTHBI,"Werner, YL and Takahashi, H and Mautz, WJ and Ota, H",Behavior of the terrestrial nocturnal lizards Goniurosaurus kuroiwae kuroiwae and Eublepharis macularius (Reptilia : Eublepharidae) in a thigmothermal gradient,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2004.12.004,2005,selected,non-lab,WOS176
Glaholt_2016_JOOFTHBI,"Glaholt, Stephen P. and Kennedy, Meghan L. and Turner, Elizabeth and Colbourne, John K. and Shaw, Joseph R.",Thermal variation and factors influencing vertical migration behavior in Daphnia populations,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2016.06.008,2016,selected,non-lab,WOS176
Ateweberhan2010964,ARTICLE,"Ateweberhan, M. and McClanahan, T.R.",Relationship between historical sea-surface temperature variability and climate change-induced coral mortality in the western Indian Ocean,Marine Pollution Bulletin,2010,selected,non-lab,SCOPUS405
Ateweberhan2015923,ARTICLE,"Ateweberhan, M. and Rougier, A. and Rakotomahazo, C.",Influence of environmental factors and farming technique on growth and health of farmed Kappaphycus alvarezii (cottonii) in south-west Madagascar,Journal of Applied Phycology,2015,selected,non-lab,SCOPUS405
Bair2019718,ARTICLE,"Bair, R.T. and Tobin, B.W. and Healy, B.D. and Spangenberg, C.E. and Childres, H.K. and Schenk, E.R.",Modeling Temperature Regime and Physical Habitat Impacts from Restored Streamflow,Environmental Management,2019,selected,non-lab,SCOPUS405
Battles2019562,ARTICLE,"Battles, A.C. and Kolbe, J.J.",Miami heat: Urban heat islands influence the thermal suitability of habitats for ectotherms,Global Change Biology,2019,selected,non-lab,SCOPUS405
Becker201518,ARTICLE,"Becker, M.E. and Weisberg, P.J.",Synergistic effects of spring temperatures and land cover on nest survival of urban birds,Condor,2015,selected,non-lab,SCOPUS405
Bone2019,ARTICLE,"Bone, C. and Nelson, M.F.",Improving mountain pine beetle survival predictions using multi-year temperatures across the western USA,Forests,2019,selected,non-lab,SCOPUS405
Carroll2018140,ARTICLE,"Carroll, R.L. and Davis, C.A. and Fuhlendorf, S.D. and Elmore, R.D. and DuRant, S.E. and Carroll, J.M.",Avian parental behavior and nest success influenced by temperature fluctuations,Journal of Thermal Biology,2018,selected,non-lab,SCOPUS405
Chen2016104,ARTICLE,"Chen, P. and Li, L. and Zhang, H.",Spatio-Temporal variability in the thermal regimes of the Danjiangkou reservoir and its downstream river due to the large water diversion project system in central China,Hydrology Research,2016,selected,non-lab,SCOPUS405
Cristea2010493,ARTICLE,"Cristea, N.C. and Burges, S.J.","An assessment of the current and future thermal regimes of three streams located in the Wenatchee River basin, Washington State: Some implications for regional river basin systems",Climatic Change,2010,selected,non-lab,SCOPUS405
Dohet20151112,ARTICLE,"Dohet, A. and Hlbikov, D. and Wetzel, C.E. and L'Hoste, L. and Iffly, J.F. and Hoffmann, L. and Ector, L.",Influence of thermal regime and land use on benthic invertebrate communities inhabiting headwater streams exposed to contrasted shading,Science of the Total Environment,2015,selected,non-lab,SCOPUS405
Dur201321,ARTICLE,"Dur, G. and Jimnez-Melero, R. and Beyrend-Dur, D. and Hwang, J.-S. and Souissi, S.","Individual-based model of the phenology of egg-bearing copepods: Application to Eurytemora affinis from the Seine estuary, France",Ecological Modelling,2013,selected,non-lab,SCOPUS405
Escobedo.Galvn201623,ARTICLE,"Escobedo-Galvn, A.H. and Lpez-Luna, M.A. and Cupul-Magaa, F.G.",Thermal fluctuation within nests and predicted sex ratio of Morelet's Crocodile,Journal of Thermal Biology,2016,selected,non-lab,SCOPUS405
Fenberg2016739,ARTICLE,"Fenberg, P.B. and Self, A. and Stewart, J.R. and Wilson, R.J. and Brooks, S.J.",Exploring the universal ecological responses to climate change in a univoltine butterfly,Journal of Animal Ecology,2016,selected,non-lab,SCOPUS405
Giuliani2020,ARTICLE,"Giuliani, M.E. and Filippini, G. and Nardi, A.",Season specific influence of projected ocean changes on the response to cadmium of stress-related genes in Mytilus galloprovincialis,Marine Environmental Research,2020,selected,non-lab,SCOPUS405
Godinho2017519,ARTICLE,"Godinho, A.L. and Silva, C.C.F. and Kynard, B.","Spawning calls by zulega, Prochilodus argenteus, a Brazilian riverine fish",Environmental Biology of Fishes,2017,selected,non-lab,SCOPUS405
Hong20152348,ARTICLE,"Hong, B.C. and Shurin, J.B.",Latitudinal variation in the response of tidepool copepods to mean and daily range in temperature,Ecology,2015,selected,non-lab,SCOPUS405
Menni1998265,ARTICLE,"Menni, R.C. and Miquelarena, A.M. and Gmez, S.E.",Fish and limnology of a thermal water environment in subtropical South America,Environmental Biology of Fishes,1998,selected,non-lab,SCOPUS405
MerovichJr.200713,ARTICLE,"Merovich Jr., G.T. and Petty, J.T.",Interactive effects of multiple stressors and restoration priorities in a mined Appalachian watershed,Hydrobiologia,2007,selected,non-lab,SCOPUS405
Ramulifho2018173,ARTICLE,"Ramulifho, P.A. and Rivers-Moore, N.A. and Dallas, H.F. and Foord, S.H.",A conceptual framework towards more holistic freshwater conservation planning through incorporation of stream connectivity and thermal vulnerability,Journal of Hydrology,2018,selected,non-lab,SCOPUS405
Svenning2016145,ARTICLE,"Svenning, M.-A. and Sandem, K. and Halvorsen, M. and Kanstad-Hanssen, . and Falkegrd, M. and Borgstrm, R.","Change in relative abundance of Atlantic salmon and Arctic charr in Veidnes River, Northern Norway: a possible effect of climate change?",Hydrobiologia,2016,selected,non-lab,SCOPUS405
Howells20131078,ARTICLE,"Howells, E.J. and Berkelmans, R. and Van Oppen, M.J.H. and Willis, B.L. and Bay, L.K.",Historical thermal regimes define limits to coral acclimatization,Ecology,2013,selected,non-lab ,SCOPUS405
Klepac2020,ARTICLE,"Klepac, C.N. and Barshis, D.J.",Reduced thermal tolerance of massive coral species in a highly variable environment: Reduced heat tolerance of massive corals,Proceedings of the Royal Society B: Biological Sciences,2020,selected,non-lab ,SCOPUS405
Neat2007789,ARTICLE,"Neat, F. and Righton, D.",Warm water occupancy by North Sea cod,Proceedings of the Royal Society B: Biological Sciences,2007,selected,non-lab ,SCOPUS405
Norman200665,ARTICLE,"Norman, H.C. and Smith, F.P. and Nichols, P.G.H. and Si, P. and Galwey, N.W.",Variation in seed softening patterns and impact of seed production environment on hardseededness in early-maturing genotypes of subterranean clover,Australian Journal of Agricultural Research,2006,selected,non-lab ,SCOPUS405
Payne20181884,ARTICLE,"Payne, N.L. and Meyer, C.G. and Smith, J.A. and Houghton, J.D.R. and Barnett, A. and Holmes, B.J. and Nakamura, I. and Papastamatiou, Y.P. and Royer, M.A. and Coffey, D.M. and Anderson, J.M. and Hutchinson, M.R. and Sato, K. and Halsey, L.G.",Combining abundance and performance data reveals how temperature regulates coastal occurrences and activity of a roaming apex predator,Global Change Biology,2018,selected,non-lab ,SCOPUS405
Pearson2018,ARTICLE,"Pearson, P.R. and Warner, D.A.",Early hatching enhances survival despite beneficial phenotypic effects of lateseason developmental environments,Proceedings of the Royal Society B: Biological Sciences,2018,selected,non-lab ,SCOPUS405
Pitts.Singer20149,ARTICLE,"Pitts-Singer, T.L. and Cane, J.H. and Trostle, G.",Progeny of osmia lignaria from distinct regions differ in developmental phenology and survival under a common thermal regime,Journal of Insect Physiology,2014,selected,non-lab ,SCOPUS405
Souther2011922,ARTICLE,"Souther, S. and Mcgraw, J.B.",Evidence of Local Adaptation in the Demographic Response of American Ginseng to Interannual Temperature Variation,Conservation Biology,2011,selected,non-lab ,SCOPUS405
Sparks20175203,ARTICLE,"Sparks, M.M. and Westley, P.A.H. and Falke, J.A. and Quinn, T.P.",Thermal adaptation and phenotypic plasticity in a warming world: Insights from common garden experiments on Alaskan sockeye salmon,Global Change Biology,2017,selected,non-lab ,SCOPUS405
Srensen20159,ARTICLE,"Srensen, J.G. and Kristensen, T.N. and Loeschcke, V. and Schou, M.F.",No trade-off between high and low temperature tolerance in a winter acclimatized Danish Drosophila subobscura population,Journal of Insect Physiology,2015,selected,non-lab ,SCOPUS405
Tsang2021,ARTICLE,"Tsang, Y. and Infante, D.M. and Wang, L. and Krueger, D. and Wieferich, D.",Conserving stream fishes with changing climate: Assessing fish responses to changes in habitat over a large region,Science of the Total Environment,2021,selected,non-lab ,SCOPUS405
Turschwell2017402,ARTICLE,"Turschwell, M.P. and Balcombe, S.R. and Steel, E.A. and Sheldon, F. and Peterson, E.E.",Thermal habitat restricts patterns of occurrence in multiple life-stages of a headwater fish,Freshwater Science,2017,selected,non-lab ,SCOPUS405
Vranckx2012481,ARTICLE,"Vranckx, G. and Vandelook, F.",A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers,Plant Biology,2012,selected,non-lab ,SCOPUS405
Wu2011599,ARTICLE,"Wu, C. and Peng, G. and Zhang, Y. and Xu, X. and Korpelainen, H. and Berninger, F. and Li, C.",Physiological responses of Abies faxoniana seedlings to different non-growing-season temperatures as revealed by reciprocal transplantations at two contrasting altitudes,Canadian Journal of Forest Research,2011,selected,non-lab ,SCOPUS405
Zhang201874,ARTICLE,"Zhang, P. and Li, K.-F. and Wu, Y.-L. and Liu, Q.-Y. and Zhao, P.-X. and Li, Y.",Analysis and restoration of an ecological flow regime during the Coreius guichenoti spawning period,Ecological Engineering,2018,selected,non-lab ,SCOPUS405
Ketola_2014_EVOL,"Ketola, Tarmo and Kellermann, Vanessa M. and Loeschcke, Volker and Lopez-Sepulcre, Andres and Kristensen, Torsten N.",DOES ENVIRONMENTAL ROBUSTNESS PLAY A ROLE IN FLUCTUATING ENVIRONMENTS?,EVOLUTION,10.1111/evo.12285,2014,selected,not extractable,WOS176
Ketola_2012_JOOFEVBI,"Ketola, T. and Kristensen, T. N. and Kellermann, V. M. and Loeschcke, V.",Can evolution of sexual dimorphism be triggered by developmental temperatures?,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2012.02475.x,2012,selected,not extractable,WOS176
Alston_2020_JOOFEXBI,"Alston, Meggan A. and Lee, Jeeyun and Moore, M. Elizabeth and Kingsolver, Joel G. and Willett, Christopher S.",The ghost of temperature past: interactive effects of previous and current thermal conditions on gene expression in Manduca sexta,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.213975,2020,selected,not extractable,WOS176
Kellermann2015582,ARTICLE,"Kellermann, V. and Hoffmann, A.A. and Kristensen, T.N. and Moghadam, N.N. and Loeschcke, V.",Experimental evolution under fluctuating thermal conditions does not reproduce patterns of adaptive clinal differentiation in Drosophila melanogaster,American Naturalist,2015,selected,not extractable ,SCOPUS405
Abad_2017_MARIECOLPROGSERI,"Abad, David and Albaina, Aitor and Aguirre, Mikel and Estonba, Andone",18S V9 metabarcoding correctly depicts plankton estuarine community drivers,MARINE ECOLOGY PROGRESS SERIES,10.3354/meps12373,2017,selected,non-lab,WOS176
Dowd20151956,ARTICLE,"Dowd, W.W. and King, F.A. and Denny, M.W.","Thermal variation, thermal extremes and the physiological performance of individuals",Journal of Experimental Biology,2015,selected,review,SCOPUS405
Du2019,ARTICLE,"Du, W.-G. and Shine, R. and Ma, L. and Sun, B.-J.",Adaptive responses of the embryos of birds and reptiles to spatial and temporal variations in nest temperatures,Proceedings of the Royal Society B: Biological Sciences,2019,selected,review,SCOPUS405
Harley201373,ARTICLE,"Harley, C.D.",Linking ecomechanics and ecophysiology to interspecific interactions and community dynamics.,Annals of the New York Academy of Sciences,2013,selected,review,SCOPUS405
Havird20201015,ARTICLE,"Havird, J.C. and Neuwald, J.L. and Shah, A.A. and Mauro, A. and Marshall, C.A. and Ghalambor, C.K.",Distinguishing between active plasticity due to thermal acclimation and passive plasticity due to Q10 effects: Why methodology matters,Functional Ecology,2020,selected,review,SCOPUS405
Huang2021,ARTICLE,"Huang, M. and Ding, L. and Wang, J. and Ding, C. and Tao, J.",The impacts of climate change on fish growth: A summary of conducted studies and current knowledge,Ecological Indicators,2021,selected,review,SCOPUS405
Kamalam20173,ARTICLE,"Kamalam, B.S. and Medale, F. and Panserat, S.","Utilisation of dietary carbohydrates in farmed fishes: New insights on influencing factors, biological limitations and future strategies",Aquaculture,2017,selected,review,SCOPUS405
Molnr2017423,ARTICLE,"Molnr, P.K. and Sckrabulis, J.P. and Altman, K.A. and Raffel, T.R.",Thermal Performance Curves and the Metabolic Theory of Ecology--A Practical Guide to Models and Experiments for Parasitologists,Journal of Parasitology,2017,selected,review,SCOPUS405
Morash2020,ARTICLE,"Morash, A.J. and Speers-Roesch, B. and Andrew, S. and Currie, S.",The physiological ups and downs of thermal variability in temperate freshwater ecosystems,Journal of Fish Biology,2020,selected,review,SCOPUS405
Schulte20151856,ARTICLE,"Schulte, P.M.",The effects of temperature on aerobic metabolism: Towards a mechanistic understanding of the responses of ectotherms to a changing environment,Journal of Experimental Biology,2015,selected,review,SCOPUS405
Caldeira2014118,ARTICLE,"Caldeira, C. and Freitas, J.C. and Gimenes, I. and Silva, S.A. and Cabello, P. and Presgrave, O.A.",Normal temperature variation in New Zealand white rabbits during restraint for preliminary pyrogen test,Pharmeuropa bio & scientific notes,2014,selected,review/synthesis,SCOPUS405